name,album,artist,release_date,length,popularity,danceability,acousticness,danceability.1,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,feature
Nonstop,Scorpion,Drake,2018-06-29,3.98,15,0.909,0.0306,0.909,0.405,0.00698,0.105,-8.133,0.14,154.984,4,2018,True
Can’t Take A Joke,Scorpion,Drake,2018-06-29,2.73,7,0.878,0.040999999999999995,0.878,0.43200000000000005,0.0,0.0571,-9.852,0.14300000000000002,86.956,4,2018,True
Elevate,Scorpion,Drake,2018-06-29,3.08,7,0.755,0.0153,0.755,0.47,0.0,0.11800000000000001,-8.72,0.139,76.056,4,2018,True
Emotionless,Scorpion,Drake,2018-06-29,5.04,8,0.413,0.0239,0.413,0.6759999999999999,0.0,0.0811,-5.124,0.213,173.47799999999998,4,2018,True
God's Plan,Scorpion,Drake,2018-06-29,3.32,10,0.754,0.0329,0.754,0.449,7.840000000000001e-05,0.55,-9.212,0.10800000000000001,77.167,4,2018,True
I'm Upset,Scorpion,Drake,2018-06-29,3.57,8,0.899,0.27899999999999997,0.899,0.5870000000000001,0.0,0.0835,-7.8660000000000005,0.33799999999999997,149.993,4,2018,True
Survival,Scorpion,Drake,2018-06-29,2.27,6,0.685,0.134,0.685,0.593,0.0,0.12300000000000001,-9.083,0.284,84.76299999999999,4,2018,True
8 Out Of 10,Scorpion,Drake,2018-06-29,3.26,6,0.534,0.16399999999999998,0.534,0.684,0.0,0.499,-7.874,0.7170000000000001,170.416,4,2018,True
Mob Ties,Scorpion,Drake,2018-06-29,3.42,9,0.755,0.0443,0.755,0.575,0.0012699999999999999,0.276,-8.392000000000001,0.0673,85.994,4,2018,True
Sandra’s Rose,Scorpion,Drake,2018-06-29,3.61,6,0.48700000000000004,0.047,0.48700000000000004,0.85,0.0,0.142,-5.4270000000000005,0.25,152.102,4,2018,True
Talk Up,Scorpion,Drake,2018-06-29,3.26,5,0.759,0.0039,0.759,0.479,5.3e-06,0.302,-10.65,0.18600000000000003,140.089,4,2018,True
Is There More,Scorpion,Drake,2018-06-29,3.78,4,0.636,0.738,0.636,0.5379999999999999,0.0,0.149,-7.725,0.312,83.508,4,2018,True
Peak,Scorpion,Drake,2018-06-29,3.43,6,0.6890000000000001,0.847,0.6890000000000001,0.217,0.000123,0.106,-13.539000000000001,0.0387,92.007,4,2018,True
Summer Games,Scorpion,Drake,2018-06-29,4.13,7,0.7759999999999999,0.48100000000000004,0.7759999999999999,0.48200000000000004,0.0457,0.11,-11.267999999999999,0.0356,136.015,4,2018,True
Jaded,Scorpion,Drake,2018-06-29,4.37,6,0.7659999999999999,0.0366,0.7659999999999999,0.272,0.0,0.175,-5.696000000000001,0.040999999999999995,116.036,4,2018,True
Nice For What,Scorpion,Drake,2018-06-29,3.51,10,0.7,0.0884,0.7,0.909,0.00011399999999999999,0.0778,-6.461,0.0628,93.469,4,2018,True
Finesse,Scorpion,Drake,2018-06-29,3.03,7,0.807,0.132,0.807,0.321,0.00028900000000000003,0.1,-8.147,0.0571,94.994,4,2018,True
Ratchet Happy Birthday,Scorpion,Drake,2018-06-29,3.46,4,0.648,0.45799999999999996,0.648,0.535,0.00246,0.106,-13.295,0.1,168.03,4,2018,True
That’s How You Feel,Scorpion,Drake,2018-06-29,2.63,6,0.81,0.152,0.81,0.451,0.0537,0.10800000000000001,-6.348,0.249,85.417,4,2018,True
Blue Tint,Scorpion,Drake,2018-06-29,2.71,6,0.888,0.0126,0.888,0.377,0.0,0.19,-10.142000000000001,0.33899999999999997,133.996,4,2018,True
In My Feelings,Scorpion,Drake,2018-06-29,3.63,18,0.735,0.006229999999999999,0.735,0.48200000000000004,0.0144,0.44799999999999995,-9.445,0.139,181.995,4,2018,True
After Dark,Scorpion,Drake,2018-06-29,4.83,7,0.65,0.0386,0.65,0.429,0.0,0.139,-13.071,0.192,141.855,4,2018,True
Final Fantasy,Scorpion,Drake,2018-06-29,3.67,4,0.461,0.428,0.461,0.449,8.29e-06,0.115,-10.998,0.442,86.505,4,2018,True
Yes Indeed,Harder Than Ever,Lil Baby,2018-05-18,2.37,82,0.9640000000000001,0.035,0.9640000000000001,0.34600000000000003,0.0,0.10800000000000001,-9.309,0.53,119.958,4,2018,False
Jorja Interlude,More Life,Drake,2017-03-18,1.79,2,0.735,0.762,0.735,0.373,0.00202,0.28800000000000003,-10.478,0.10400000000000001,123.081,4,2017,True
Look Alive (feat. Drake),Look Alive (feat. Drake),BlocBoy JB,2018-02-09,3.02,80,0.922,0.0010400000000000001,0.922,0.581,5.8599999999999995e-05,0.105,-7.495,0.27,140.02200000000002,4,2018,False
One Dance,Views,Drake,2016-05-06,2.9,21,0.7909999999999999,0.00784,0.7909999999999999,0.619,0.004229999999999999,0.35100000000000003,-5.886,0.0532,103.98899999999999,4,2016,True
Gyalchester,More Life,Drake,2017-03-18,3.15,4,0.877,0.0317,0.877,0.391,0.000502,0.0945,-8.196,0.063,131.018,4,2017,True
Back To Back,Back To Back,Drake,2015-07-31,2.84,4,0.893,0.00854,0.893,0.48,0.0,0.11599999999999999,-3.728,0.35600000000000004,86.976,4,2015,True
Teenage Fever,More Life,Drake,2017-03-18,3.66,8,0.7659999999999999,0.111,0.7659999999999999,0.28300000000000003,0.0172,0.115,-10.33,0.0846,97.04,4,2017,True
Blem,More Life,Drake,2017-03-18,3.61,6,0.726,0.0533,0.726,0.535,1.3800000000000002e-05,0.0984,-7.803999999999999,0.0476,98.06700000000001,4,2017,True
Started From the Bottom,Started From the Bottom (Explicit Version),Drake,2013-01-01,2.89,1,0.79,0.0391,0.79,0.54,0.0,0.266,-6.959,0.183,86.30799999999999,4,2013,True
Signs,Signs,Drake,2017-06-23,3.91,9,0.8009999999999999,0.0864,0.8009999999999999,0.727,0.00406,0.11199999999999999,-4.687,0.0606,107.37100000000001,4,2017,True
Plastic Bag,What A Time To Be Alive,Drake,2015-09-20,3.37,1,0.84,0.0106,0.84,0.47700000000000004,0.0,0.157,-6.599,0.325,170.99,3,2015,True
Madiba Riddim,More Life,Drake,2017-03-18,3.42,5,0.8390000000000001,0.245,0.8390000000000001,0.521,0.00545,0.607,-10.45,0.166,105.992,4,2017,True
10 Bands,If You're Reading This It's Too Late,Drake,2015-02-12,2.96,2,0.825,0.262,0.825,0.757,1.72e-06,0.0762,-3.687,0.384,172.938,4,2015,True
Madonna,If You're Reading This It's Too Late,Drake,2015-02-12,2.96,1,0.905,0.0149,0.905,0.506,3.5600000000000005e-05,0.371,-8.597999999999999,0.0588,110.01700000000001,4,2015,True
Scholarships,What A Time To Be Alive,Drake,2015-09-20,3.49,0,0.511,0.0931,0.511,0.41600000000000004,1.12e-05,0.0974,-9.203,0.384,86.678,3,2015,True
KMT,More Life,Drake,2017-03-18,2.71,4,0.875,0.0189,0.875,0.6,0.0143,0.132,-6.818,0.0435,119.98700000000001,4,2017,True
